,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,,
513,Bad Blood,1989,2014-10-27,8,2Twii5CeqM86JxSrnPgydn,spotify:track:2Twii5CeqM86JxSrnPgydn,0.0871,0.652,0.802,6.45E-06,0.148,-6.114,0.181,170.157,0.295,34,211933,,
514,Wildest Dreams,1989,2014-10-27,9,6oWDkRuzwIak4Z2b0M2qAv,spotify:track:6oWDkRuzwIak4Z2b0M2qAv,0.0709,0.553,0.664,0.0056,0.106,-7.417,0.0741,140.06,0.467,32,220440,,
515,How You Get The Girl,1989,2014-10-27,10,5nU5Y20xKhavEai4qqbHl3,spotify:track:5nU5Y20xKhavEai4qqbHl3,0.00463,0.764,0.659,0.00458,0.0915,-6.136,0.0492,119.982,0.525,26,247533,,
516,This Love,1989,2014-10-27,11,1LAsr8OiF3et5bPZ7o9jsZ,spotify:track:1LAsr8OiF3et5bPZ7o9jsZ,0.635,0.485,0.459,0,0.101,-8.768,0.0337,71.981,0.0858,24,250093,,
517,I Know Places,1989,2014-10-27,12,3S9IvjroLrk0D8hBGOfC1h,spotify:track:3S9IvjroLrk0D8hBGOfC1h,0.231,0.595,0.763,0,0.2,-4.991,0.0661,159.959,0.507,21,195706,,
518,Clean,1989,2014-10-27,13,1x6NaAEZYYGO95PekFcu5C,spotify:track:1x6NaAEZYYGO95PekFcu5C,0.242,0.81,0.38,0,0.113,-7.755,0.035,103.981,0.211,24,271000,,
531,Clean,1989,2014-10-27,13,06WgOCf0LV2h4keYXDRnuh,spotify:track:06WgOCf0LV2h4keYXDRnuh,0.241,0.81,0.379,0,0.113,-7.771,0.0349,103.981,0.22,54,271000,,
532,Welcome to New York - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,1,4YugJd2i96PHwaflBauhXi,spotify:track:4YugJd2i96PHwaflBauhXi,0.839,0.627,0.226,0,0.286,-15.595,0.95,77.502,0.612,21,104533,,
533,Welcome To New York,1989 (Big Machine Radio Release Special),2014-10-27,2,7aMftpNNJiQj1c2rllc8Dk,spotify:track:7aMftpNNJiQj1c2rllc8Dk,0.0348,0.789,0.634,1.64E-06,0.302,-4.762,0.0323,116.992,0.658,40,212600,,
534,Blank Space - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,3,4fiLVxZ0UAsWAzUwGqkZA9,spotify:track:4fiLVxZ0UAsWAzUwGqkZA9,0.827,0.684,0.272,0,0.209,-15.652,0.887,100.356,0.547,22,90066,,
535,Blank Space,1989 (Big Machine Radio Release Special),2014-10-27,4,1kHEuJRasudLhjvnbfc4yS,spotify:track:1kHEuJRasudLhjvnbfc4yS,0.103,0.76,0.703,0,0.0913,-5.412,0.054,95.997,0.57,56,231826,,
536,Style - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,5,4CyL8bBbVRYB0ogadF4aUS,spotify:track:4CyL8bBbVRYB0ogadF4aUS,0.68,0.646,0.337,0,0.247,-14.97,0.926,88.155,0.621,22,62377,,
537,Style,1989 (Big Machine Radio Release Special),2014-10-27,6,4D7kxLhSz7siCOw7KA5rQn,spotify:track:4D7kxLhSz7siCOw7KA5rQn,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,0.487,51,231000,,
538,Out Of The Woods - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,7,5ckUacHVEsmgJI7akKHadD,spotify:track:5ckUacHVEsmgJI7akKHadD,0.732,0.663,0.24,0,0.19,-15.988,0.93,93.705,0.577,21,106992,,
539,Out Of The Woods,1989 (Big Machine Radio Release Special),2014-10-27,8,7CkJgmJ3RFU6jNXNHgRkBw,spotify:track:7CkJgmJ3RFU6jNXNHgRkBw,0.000743,0.553,0.841,1.19E-05,0.341,-6.937,0.0396,92.008,0.338,35,235800,,
540,All You Had To Do Was Stay - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,9,1Z79tpetXTqujnp0UYOV7V,spotify:track:1Z79tpetXTqujnp0UYOV7V,0.74,0.7,0.223,0,0.726,-14.542,0.875,105.468,0.56,21,69477,,
541,All You Had To Do Was Stay,1989 (Big Machine Radio Release Special),2014-10-27,10,50Pu9HKAcPm8TFL2zDrouh,spotify:track:50Pu9HKAcPm8TFL2zDrouh,0.00201,0.605,0.725,2.02E-05,0.101,-5.729,0.0323,96.97,0.539,35,193293,,
542,Shake It Off - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,11,4CWLOxjskk6fjixCboD4vJ,spotify:track:4CWLOxjskk6fjixCboD4vJ,0.772,0.729,0.278,0,0.199,-15.463,0.935,87.915,0.629,21,98494,,
543,Shake It Off,1989 (Big Machine Radio Release Special),2014-10-27,12,1CiVz2WkmZRwhU3A6J2Gjz,spotify:track:1CiVz2WkmZRwhU3A6J2Gjz,0.0647,0.647,0.8,0,0.334,-5.384,0.165,160.078,0.942,60,219200,,
544,I Wish You Would - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,13,2GZI4YxTKT07KaQZAMmz5N,spotify:track:2GZI4YxTKT07KaQZAMmz5N,0.796,0.627,0.266,0,0.292,-15.426,0.929,79.281,0.646,21,89648,,
545,I Wish You Would,1989 (Big Machine Radio Release Special),2014-10-27,14,3JPOspEefgmGT5Hyy11oQJ,spotify:track:3JPOspEefgmGT5Hyy11oQJ,0.0158,0.653,0.893,4.95E-05,0.102,-5.966,0.0538,118.035,0.513,32,207440,,
546,Bad Blood - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,15,0Xtgj2RuEo5FInZ0b4KYuY,spotify:track:0Xtgj2RuEo5FInZ0b4KYuY,0.854,0.627,0.312,0,0.153,-14.772,0.927,81.512,0.571,21,81498,,
547,Bad Blood,1989 (Big Machine Radio Release Special),2014-10-27,16,4SHyS2ThjrS1iBGruKweCz,spotify:track:4SHyS2ThjrS1iBGruKweCz,0.0885,0.646,0.794,6.16E-06,0.201,-6.104,0.19,170.216,0.287,47,211933,,
548,Wildest Dreams - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,17,0C5x4DoaPegrWqchk4SuLu,spotify:track:0C5x4DoaPegrWqchk4SuLu,0.849,0.755,0.247,0,0.363,-14.931,0.891,86.883,0.681,22,77876,,
549,Wildest Dreams,1989 (Big Machine Radio Release Special),2014-10-27,18,3ScVaMDQwaD8iumBYzcDvr,spotify:track:3ScVaMDQwaD8iumBYzcDvr,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,48,220440,,
550,How You Get The Girl - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,19,2juzwShPy28xL3umOogU3u,spotify:track:2juzwShPy28xL3umOogU3u,0.824,0.752,0.368,0,0.671,-15.081,0.925,79.214,0.838,21,72860,,
551,How You Get The Girl,1989 (Big Machine Radio Release Special),2014-10-27,20,1l6KjnsqP2atawKgBV49u3,spotify:track:1l6KjnsqP2atawKgBV49u3,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,0.545,33,247533,,
552,This Love - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,21,2eZbyz03ZHkqpZz2Vw3KXy,spotify:track:2eZbyz03ZHkqpZz2Vw3KXy,0.828,0.736,0.323,0,0.262,-15.49,0.934,78.761,0.657,21,79896,,
553,This Love,1989 (Big Machine Radio Release Special),2014-10-27,22,5yCRSEPJXzjzl3Gov0YduA,spotify:track:5yCRSEPJXzjzl3Gov0YduA,0.678,0.481,0.435,0,0.0928,-8.795,0.0321,143.95,0.107,29,250093,,
554,I Know Places - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,23,6xxSYpv0gGX7V7Bikx1gGy,spotify:track:6xxSYpv0gGX7V7Bikx1gGy,0.745,0.742,0.29,0,0.212,-15.169,0.921,113.854,0.629,21,79269,,
555,I Know Places,1989 (Big Machine Radio Release Special),2014-10-27,24,1fDfzSgIEFWDuX383vRiAv,spotify:track:1fDfzSgIEFWDuX383vRiAv,0.245,0.602,0.755,0,0.178,-4.991,0.071,159.965,0.495,28,195706,,
556,Clean - Commentary,1989 (Big Machine Radio Release Special),2014-10-27,25,0w5HrA1s3WZIqAUYicJo0A,spotify:track:0w5HrA1s3WZIqAUYicJo0A,0.844,0.685,0.28,0,0.316,-16.219,0.895,99.561,0.61,21,146696,,
557,Clean,1989 (Big Machine Radio Release Special),2014-10-27,26,1s4CiRufJUyeyQT6HRmu7S,spotify:track:1s4CiRufJUyeyQT6HRmu7S,0.232,0.815,0.377,0,0.1,-7.754,0.0346,103.97,0.211,33,271000,,
590,Welcome To New York - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,1,2i54CJa3pEfUjTRhAU7y6R,spotify:track:2i54CJa3pEfUjTRhAU7y6R,0.0628,0.823,0.681,0.27,0.357,-5.815,0.0462,117.022,0.331,10,210453,,
591,Blank Space - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,2,0U3H1C9aasrSUBugEOfh1r,spotify:track:0U3H1C9aasrSUBugEOfh1r,0.0371,0.603,0.709,0.016,0.0991,-4.515,0.0525,191.996,0.598,14,228826,,
592,Style - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,3,63wH4MVqn36YQkwN2lai6y,spotify:track:63wH4MVqn36YQkwN2lai6y,0.000535,0.501,0.845,0.887,0.102,-5.713,0.0345,94.921,0.481,14,230533,,
593,Out Of The Woods - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,4,7x86Zn0YFrNyKQ9O7um0v2,spotify:track:7x86Zn0YFrNyKQ9O7um0v2,2.89E-05,0.47,0.929,0.807,0.41,-6.125,0.0395,92.009,0.0617,11,233826,,
594,All You Had To Do Was Stay - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,5,6AQbsCRdpQ4U8YaH9ySvzP,spotify:track:6AQbsCRdpQ4U8YaH9ySvzP,0.000199,0.629,0.732,0.033,0.236,-5.973,0.0337,96.996,0.583,8,191813,,
595,Shake It Off - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,6,2w7UyGCxnZmBXrx9A5MjTs,spotify:track:2w7UyGCxnZmBXrx9A5MjTs,0.00151,0.703,0.835,0.828,0.502,-5.706,0.101,160.017,0.819,12,217800,,
596,I Wish You Would - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,7,6Bq4W1CV7IqqZ4Dm2WVG5w,spotify:track:6Bq4W1CV7IqqZ4Dm2WVG5w,0.000745,0.588,0.94,0.406,0.212,-5.778,0.0435,117.974,0.236,8,205133,,
597,Bad Blood - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,8,2fkN3ago8ded5UG0LqHKB5,spotify:track:2fkN3ago8ded5UG0LqHKB5,0.039,0.666,0.85,0.00268,0.217,-6.367,0.0955,170.058,0.179,9,210080,,
598,Wildest Dreams - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,9,66LjSOIkrnVlVbNaeJhyUF,spotify:track:66LjSOIkrnVlVbNaeJhyUF,0.0709,0.547,0.608,0.887,0.136,-10.103,0.0352,140.034,0.454,11,218920,,
599,How You Get The Girl - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,10,1h4lAVDzDt8oQY2yHTEdRx,spotify:track:1h4lAVDzDt8oQY2yHTEdRx,0.000148,0.732,0.648,0.842,0.0865,-6.708,0.045,119.988,0.447,8,245653,,
600,This Love - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,11,7bbhFp3V4bZct8vpSCIrR8,spotify:track:7bbhFp3V4bZct8vpSCIrR8,0.684,0.487,0.401,0.838,0.0901,-9.727,0.0287,143.983,0.0705,8,247386,,
601,I Know Places - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,12,56dqIqcOU4iuDb8EXpgpv4,spotify:track:56dqIqcOU4iuDb8EXpgpv4,0.0106,0.622,0.732,0.0137,0.559,-6.14,0.0564,160.062,0.459,8,194040,,
602,Clean - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,13,5F2684mgHARE8q5QxYY8RJ,spotify:track:5F2684mgHARE8q5QxYY8RJ,0.258,0.854,0.385,0.885,0.106,-9.492,0.0404,103.997,0.369,11,271373,,
603,Welcome To New York,1989 (Deluxe Edition),2014-10-27,1,33Kq0AT5rvwyE4azisG08x,spotify:track:33Kq0AT5rvwyE4azisG08x,0.0348,0.789,0.634,1.64E-06,0.302,-4.762,0.0323,116.992,0.658,58,212600,,
604,Blank Space,1989 (Deluxe Edition),2014-10-27,2,2sC2P3BN0IXujNaaSyDmtP,spotify:track:2sC2P3BN0IXujNaaSyDmtP,0.103,0.76,0.703,0,0.0913,-5.412,0.054,95.997,0.57,62,231826,,
605,Style,1989 (Deluxe Edition),2014-10-27,3,1fo2ctLqj3zBhRQKOXprol,spotify:track:1fo2ctLqj3zBhRQKOXprol,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,0.487,65,231000,,
606,Out Of The Woods,1989 (Deluxe Edition),2014-10-27,4,6Nde5KuTXyB7jlPO4upaBo,spotify:track:6Nde5KuTXyB7jlPO4upaBo,0.000743,0.553,0.841,1.19E-05,0.341,-6.937,0.0396,92.008,0.338,62,235800,,
607,All You Had To Do Was Stay,1989 (Deluxe Edition),2014-10-27,5,0lmMtDQ2ElasKU2qDAE6NN,spotify:track:0lmMtDQ2ElasKU2qDAE6NN,0.00201,0.605,0.725,2.02E-05,0.101,-5.729,0.0323,96.97,0.539,60,193293,,
608,Shake It Off,1989 (Deluxe Edition),2014-10-27,6,3fthfkkvy9av3q3uAGVf7U,spotify:track:3fthfkkvy9av3q3uAGVf7U,0.0647,0.647,0.8,0,0.334,-5.384,0.165,160.078,0.942,59,219200,,
609,I Wish You Would,1989 (Deluxe Edition),2014-10-27,7,1B5VzXPqMlvRw0U4HJY3dJ,spotify:track:1B5VzXPqMlvRw0U4HJY3dJ,0.0158,0.653,0.893,4.95E-05,0.102,-5.966,0.0538,118.035,0.513,64,207440,,
610,Bad Blood,1989 (Deluxe Edition),2014-10-27,8,0yN4fNzmVnmgC0dsOoi9Wh,spotify:track:0yN4fNzmVnmgC0dsOoi9Wh,0.0885,0.646,0.794,6.16E-06,0.201,-6.104,0.19,170.216,0.287,59,211933,,
611,Wildest Dreams,1989 (Deluxe Edition),2014-10-27,9,106R7Z57WYzBAfrXImV30y,spotify:track:106R7Z57WYzBAfrXImV30y,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,58,220440,,
612,How You Get The Girl,1989 (Deluxe Edition),2014-10-27,10,6wfugRLamFsTRbPcCpNnP7,spotify:track:6wfugRLamFsTRbPcCpNnP7,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,0.545,64,247533,,
613,This Love,1989 (Deluxe Edition),2014-10-27,11,1kTPQnabROVkW9bUXdCGrB,spotify:track:1kTPQnabROVkW9bUXdCGrB,0.678,0.481,0.435,0,0.0928,-8.795,0.0321,143.95,0.107,57,250093,,
614,I Know Places,1989 (Deluxe Edition),2014-10-27,12,2zfgVd034GlUvk7LqBHl6u,spotify:track:2zfgVd034GlUvk7LqBHl6u,0.245,0.602,0.755,0,0.178,-4.991,0.071,159.965,0.495,61,195706,,
615,Clean,1989 (Deluxe Edition),2014-10-27,13,4bXCcoesMt8u99xMsbLr9U,spotify:track:4bXCcoesMt8u99xMsbLr9U,0.232,0.815,0.377,0,0.1,-7.754,0.0346,103.97,0.211,66,271000,,
616,Wonderland,1989 (Deluxe Edition),2014-10-27,14,6iWMI5oOhWrDbLbjmwTWFq,spotify:track:6iWMI5oOhWrDbLbjmwTWFq,0.0493,0.422,0.692,2.57E-05,0.177,-5.447,0.0549,184.014,0.197,65,245560,,
617,You Are In Love,1989 (Deluxe Edition),2014-10-27,15,4A2LfnduSTsE8u0ecYROxE,spotify:track:4A2LfnduSTsE8u0ecYROxE,0.707,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,0.319,65,267106,,
618,New Romantics,1989 (Deluxe Edition),2014-10-27,16,6rZVy6FIG7lSJQMFXHo12z,spotify:track:6rZVy6FIG7lSJQMFXHo12z,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,0.584,69,230466,,
619,I Know Places - Voice Memo,1989 (Deluxe Edition),2014-10-27,17,4JQm7ebhsrt10wmrP6AfXL,spotify:track:4JQm7ebhsrt10wmrP6AfXL,0.829,0.592,0.128,0,0.527,-17.932,0.589,78.828,0.15,45,216333,,
620,I Wish You Would - Voice Memo,1989 (Deluxe Edition),2014-10-27,18,4TtyvyI42C0KFnbDZvNC8Y,spotify:track:4TtyvyI42C0KFnbDZvNC8Y,0.717,0.781,0.357,0,0.185,-16.394,0.912,118.317,0.645,42,107133,,
621,Blank Space - Voice Memo,1989 (Deluxe Edition),2014-10-27,19,0yisH8r0f3Mkq34kjzUlCV,spotify:track:0yisH8r0f3Mkq34kjzUlCV,0.801,0.675,0.234,0,0.657,-15.064,0.721,127.296,0.578,43,131186,,
688,State Of Grace,Red (Deluxe Edition),2012-10-22,1,5zyCYmiaVE5y26EZuwZbsw,spotify:track:5zyCYmiaVE5y26EZuwZbsw,0.000197,0.588,0.825,0.00138,0.0885,-5.882,0.0328,129.968,0.397,48,295186,,
689,Red,Red (Deluxe Edition),2012-10-22,2,1RvQQGwaPipiNgz8RXAKA8,spotify:track:1RvQQGwaPipiNgz8RXAKA8,0.0773,0.602,0.896,8.87E-05,0.091,-4.267,0.0437,124.978,0.641,54,220826,,
690,Treacherous,Red (Deluxe Edition),2012-10-22,3,0XfOV7qY3834QpFVwOb6CC,spotify:track:0XfOV7qY3834QpFVwOb6CC,0.101,0.705,0.621,4.30E-06,0.147,-8.086,0.0334,109.993,0.395,47,240773,,
691,I Knew You Were Trouble.,Red (Deluxe Edition),2012-10-22,4,0ciHz919LVKoH4zgxyMPZ9,spotify:track:0ciHz919LVKoH4zgxyMPZ9,0.00454,0.622,0.469,2.25E-06,0.0398,-6.798,0.0363,77.019,0.679,53,217973,,
692,All Too Well,Red (Deluxe Edition),2012-10-22,5,1q3RiD1tIWUpGsNFADMlvl,spotify:track:1q3RiD1tIWUpGsNFADMlvl,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,61,327893,,
693,22,Red (Deluxe Edition),2012-10-22,6,3bIxTsfeNMO7Nt2J3EUKrA,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,58,230133,,
694,I Almost Do,Red (Deluxe Edition),2012-10-22,7,31pEV5lPJi7btskZoUr2yu,spotify:track:31pEV5lPJi7btskZoUr2yu,0.0173,0.567,0.481,4.13E-05,0.182,-7.357,0.027,145.865,0.233,48,242573,,
695,We Are Never Ever Getting Back Together,Red (Deluxe Edition),2012-10-22,8,1OYARuagDrpgNNQ4loO1Cs,spotify:track:1OYARuagDrpgNNQ4loO1Cs,0.00957,0.628,0.676,2.65E-05,0.102,-5.911,0.0916,85.984,0.75,52,191880,,
696,Stay Stay Stay,Red (Deluxe Edition),2012-10-22,9,1x0J8LFX23d5h1zzuzZorc,spotify:track:1x0J8LFX23d5h1zzuzZorc,0.307,0.729,0.748,1.29E-06,0.09,-6.67,0.0245,99.981,0.928,48,204826,,
697,The Last Time,Red (Deluxe Edition),2012-10-22,10,7vvIpJZye5cRR6De1LKM0m,spotify:track:7vvIpJZye5cRR6De1LKM0m,0.035,0.505,0.443,3.15E-06,0.0921,-7.039,0.0276,94.069,0.123,49,298293,,
698,Holy Ground,Red (Deluxe Edition),2012-10-22,11,5d2Kn9oAAh9S2EbyCo1i52,spotify:track:5d2Kn9oAAh9S2EbyCo1i52,0.0162,0.627,0.816,0.00208,0.0966,-6.698,0.0774,157.043,0.648,47,201853,,
699,Sad Beautiful Tragic,Red (Deluxe Edition),2012-10-22,12,5QKhg4r4Ibt0LVTmWEXTEg,spotify:track:5QKhg4r4Ibt0LVTmWEXTEg,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,45,283680,,
700,The Lucky One,Red (Deluxe Edition),2012-10-22,13,2wtHlpYSgC7xEdD3DrSHNL,spotify:track:2wtHlpYSgC7xEdD3DrSHNL,0.0371,0.706,0.499,0,0.132,-7.675,0.0369,117.937,0.545,45,240133,,
701,Everything Has Changed,Red (Deluxe Edition),2012-10-22,14,7gdwoOmi258QJq0hmQ4hto,spotify:track:7gdwoOmi258QJq0hmQ4hto,0.36,0.624,0.458,3.89E-06,0.303,-6.755,0.0287,80.017,0.436,48,243933,,
702,Starlight,Red (Deluxe Edition),2012-10-22,15,0vqI4ZIMuifeKeItGiWbPj,spotify:track:0vqI4ZIMuifeKeItGiWbPj,0.0213,0.649,0.777,0.000335,0.221,-5.804,0.0406,126.018,0.587,45,217826,,
703,Begin Again,Red (Deluxe Edition),2012-10-22,16,48A0aShHlovDfTMucMrE66,spotify:track:48A0aShHlovDfTMucMrE66,0.199,0.53,0.526,3.52E-06,0.232,-8.349,0.0263,79.025,0.323,46,237613,,
704,The Moment I Knew,Red (Deluxe Edition),2012-10-22,17,5AsmAjBSSQjRPWgAYIp8tm,spotify:track:5AsmAjBSSQjRPWgAYIp8tm,0.187,0.62,0.506,1.47E-05,0.102,-7.327,0.0312,126.015,0.275,44,285560,,
705,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,18,4qyalTRMRH5YuEntvvMvq0,spotify:track:4qyalTRMRH5YuEntvvMvq0,0.00471,0.483,0.548,2.01E-06,0.0997,-6.291,0.0254,79.926,0.217,49,222706,,
706,Girl At Home,Red (Deluxe Edition),2012-10-22,19,6cf6rLb8qcklvJv90W6HCW,spotify:track:6cf6rLb8qcklvJv90W6HCW,0.272,0.733,0.59,0,0.136,-5.86,0.0284,125.048,0.633,41,220320,,
707,Treacherous - Original Demo Recording,Red (Deluxe Edition),2012-10-22,20,7BT9K9BDqq6HI2oWH5UMZQ,spotify:track:7BT9K9BDqq6HI2oWH5UMZQ,0.175,0.828,0.64,6.14E-05,0.0996,-8.248,0.0355,109.993,0.519,39,239720,,
708,Red - Original Demo Recording,Red (Deluxe Edition),2012-10-22,21,4mqgn90sCeVSYqcoftTQTd,spotify:track:4mqgn90sCeVSYqcoftTQTd,0.113,0.678,0.902,0.000235,0.0722,-4.659,0.0358,124.998,0.637,39,226280,,
709,State Of Grace - Acoustic,Red (Deluxe Edition),2012-10-22,22,5G9AVKld9q7DCrmoY42raf,spotify:track:5G9AVKld9q7DCrmoY42raf,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,42,323080,,
732,State Of Grace - Commentary,Red (Big Machine Radio Release Special),2012-10-22,1,7HbZuazpPbDDMkb8Tmvxq0,spotify:track:7HbZuazpPbDDMkb8Tmvxq0,0.821,0.69,0.364,0,0.14,-11.709,0.912,88.084,0.539,24,90440,,
733,State Of Grace,Red (Big Machine Radio Release Special),2012-10-22,2,5gl2F1AWDQlUFzXwA4uY72,spotify:track:5gl2F1AWDQlUFzXwA4uY72,0.000197,0.588,0.825,0.00138,0.0884,-5.882,0.0328,129.968,0.397,29,295720,,
734,Red - Commentary,Red (Big Machine Radio Release Special),2012-10-22,3,1VW4AEDihVs3BQB6KnTYIY,spotify:track:1VW4AEDihVs3BQB6KnTYIY,0.719,0.754,0.266,0,0.137,-11.695,0.879,92.483,0.487,24,64442,,
735,Red,Red (Big Machine Radio Release Special),2012-10-22,4,4yBEU0askBZzE2XEVdEwmx,spotify:track:4yBEU0askBZzE2XEVdEwmx,0.0773,0.602,0.896,8.87E-05,0.0911,-4.267,0.0437,124.978,0.641,64,223093,,
736,Treacherous - Commentary,Red (Big Machine Radio Release Special),2012-10-22,5,3lD0QBGaxvoc9WBDnGHFUi,spotify:track:3lD0QBGaxvoc9WBDnGHFUi,0.7,0.634,0.357,0,0.185,-12.868,0.956,173.317,0.497,24,55288,,
737,Treacherous,Red (Big Machine Radio Release Special),2012-10-22,6,6xlCHgsZanRIBaS3yokshA,spotify:track:6xlCHgsZanRIBaS3yokshA,0.101,0.704,0.621,4.30E-06,0.14,-8.086,0.0334,109.995,0.395,28,242760,,
738,I Knew You Were Trouble. - Commentary,Red (Big Machine Radio Release Special),2012-10-22,7,2vTjAIZbfW7W8NGBOZ5rK5,spotify:track:2vTjAIZbfW7W8NGBOZ5rK5,0.86,0.679,0.35,0,0.101,-11.252,0.889,87.576,0.598,24,67355,,
739,I Knew You Were Trouble.,Red (Big Machine Radio Release Special),2012-10-22,8,6FB3v4YcR57y4tXFcdxI1E,spotify:track:6FB3v4YcR57y4tXFcdxI1E,0.00454,0.622,0.469,2.25E-06,0.0335,-6.798,0.0363,77.019,0.679,78,219720,,
740,All Too Well - Commentary,Red (Big Machine Radio Release Special),2012-10-22,9,1yVVoBDzSkFkZRWtq9x3u1,spotify:track:1yVVoBDzSkFkZRWtq9x3u1,0.841,0.806,0.362,0,0.151,-12.527,0.926,123.849,0.75,25,45862,,
741,All Too Well,Red (Big Machine Radio Release Special),2012-10-22,10,7HH8rEmkK5JENnv869MDCz,spotify:track:7HH8rEmkK5JENnv869MDCz,0.0382,0.602,0.609,0.0002,0.128,-7.803,0.0243,93.06,0.337,38,329160,,
742,22 - Commentary,Red (Big Machine Radio Release Special),2012-10-22,11,1wePVBS4L6xhCvVUItPAZQ,spotify:track:1wePVBS4L6xhCvVUItPAZQ,0.775,0.757,0.367,0,0.127,-10.56,0.919,133.933,0.51,24,63016,,
743,22,Red (Big Machine Radio Release Special),2012-10-22,12,6ce41JVa6KFaryfmC2bu2W,spotify:track:6ce41JVa6KFaryfmC2bu2W,0.00215,0.661,0.729,0.0013,0.0477,-6.561,0.0376,103.987,0.668,70,232120,,
744,I Almost Do - Commentary,Red (Big Machine Radio Release Special),2012-10-22,13,2rLYkfJSgTPtOTLjYEdozL,spotify:track:2rLYkfJSgTPtOTLjYEdozL,0.845,0.766,0.232,0,0.129,-11.455,0.805,95.101,0.648,24,52625,,
745,I Almost Do,Red (Big Machine Radio Release Special),2012-10-22,14,4Ar3jciiuPXAMGjQpMWo34,spotify:track:4Ar3jciiuPXAMGjQpMWo34,0.0173,0.567,0.481,4.13E-05,0.182,-7.357,0.027,145.865,0.233,30,244560,,
746,We Are Never Ever Getting Back Together - Commentary,Red (Big Machine Radio Release Special),2012-10-22,15,0kfTOGpi5eZCBxcRF5LFIh,spotify:track:0kfTOGpi5eZCBxcRF5LFIh,0.811,0.701,0.312,0,0.131,-11.818,0.934,68.151,0.538,24,106042,,
747,We Are Never Ever Getting Back Together,Red (Big Machine Radio Release Special),2012-10-22,16,0VwNdo84DaVYLIkbVO86ND,spotify:track:0VwNdo84DaVYLIkbVO86ND,0.00957,0.628,0.676,2.65E-05,0.121,-5.911,0.0916,85.984,0.75,76,193146,,
748,Stay Stay Stay - Commentary,Red (Big Machine Radio Release Special),2012-10-22,17,4sFwzqXqNcNV3cTyTybq0M,spotify:track:4sFwzqXqNcNV3cTyTybq0M,0.785,0.729,0.281,0,0.153,-11.491,0.919,77.449,0.651,24,119456,,
749,Stay Stay Stay,Red (Big Machine Radio Release Special),2012-10-22,18,5A4PQqcpYb0vD1zx5DlObS,spotify:track:5A4PQqcpYb0vD1zx5DlObS,0.307,0.729,0.748,1.29E-06,0.0962,-6.67,0.0245,99.981,0.928,29,205853,,
750,The Last Time - Commentary,Red (Big Machine Radio Release Special),2012-10-22,19,22Zg9JjEgM0JV5HvLXNJAh,spotify:track:22Zg9JjEgM0JV5HvLXNJAh,0.819,0.745,0.371,0,0.124,-12.403,0.951,94.766,0.49,23,87473,,
